MDG-b_37_n2000_m200.txt;11290544.79258;G_SS;2h
MDG-b_38_n2000_m200.txt;11288570.85243;G_SS;2h
MDG-b_39_n2000_m200.txt;11295054.20265;G_SS;2h
MDG-b_40_n2000_m200.txt;11307104.80347;G_SS;2h
MDG-c_1_n3000_m300.txt;24884110;ITS;2h
MDG-c_2_n3000_m300.txt;24905330;ITS;2h
MDG-c_3_n3000_m300.txt;24900820;ITS;2h
MDG-c_4_n3000_m300.txt;24900424;ITS;2h
MDG-c_5_n3000_m300.txt;24899703;ITS;2h
MDG-c_6_n3000_m400.txt;43465087;ITS;2h
MDG-c_7_n3000_m400.txt;43472804;ITS;2h
MDG-c_8_n3000_m400.txt;43437261;ITS;2h
MDG-c_9_n3000_m400.txt;43437861;ITS;2h
MDG-c_10_n3000_m400.txt;43476251;ITS;2h
MDG-c_11_n3000_m500.txt;66987801;ITS;2h
MDG-c_12_n3000_m500.txt;67021888;ITS;2h
MDG-c_13_n3000_m500.txt;67014051;ITS;2h
MDG-c_14_n3000_m500.txt;66979606;ITS;2h
MDG-c_15_n3000_m500.txt;66992877;ITS;2h
MDG-c_16_n3000_m600.txt;95556435;ITS;2h
MDG-c_17_n3000_m600.txt;95645826;ITS;2h
MDG-c_18_n3000_m600.txt;95629207;ITS;2h
MDG-c_19_n3000_m600.txt;95633549;ITS;2h
MDG-c_20_n3000_m600.txt;95643586;ITS;2h
